settlement_id,settled_at,payment_id,type,gross_minor,fee_minor,net_minor,currency,note
S006174,2026-05-09,P009182,capture,7403,245,7158,USD,
S006179,2026-05-09,P011881,capture,30591,917,29674,USD,
S006180,2026-05-09,P000952,capture,5524,190,5334,USD,
S006183,2026-05-09,P002482,capture,14253,443,13810,USD,
S006184,2026-05-09,P017462,capture,1444,72,1372,USD,
S006185,2026-05-09,P005754,capture,794,53,741,USD,
S006187,2026-05-09,P011631,capture,11240,356,10884,USD,
S006199,2026-05-09,P019501,capture,3503,132,3371,USD,
S006209,2026-05-09,P013650,capture,17265,531,16734,USD,
S006215,2026-05-09,P016740,capture,37548,1119,36429,USD,
S006218,2026-05-09,P012811,capture,12801,401,12400,USD,
S006219,2026-05-09,P002782,capture,37404,1115,36289,USD,
S006223,2026-05-09,P013857,capture,2716,109,2607,USD,
S006228,2026-05-09,P003822,capture,4727,167,4560,USD,
S006232,2026-05-09,P013677,capture,6799,227,6572,USD,
S006234,2026-05-09,P018788,capture,6823,228,6595,USD,
S006239,2026-05-09,P003267,capture,11076,351,10725,USD,
S006244,2026-05-09,P002425,capture,6915,231,6684,USD,
S006245,2026-05-09,P001849,capture,6241,211,6030,USD,
S006250,2026-05-09,P005833,capture,3558,133,3425,USD,
S006251,2026-05-09,P016180,capture,4293,154,4139,USD,
S006260,2026-05-09,P004719,capture,9118,294,8824,USD,
S006263,2026-05-09,P005734,capture,1792,82,1710,USD,
S006264,2026-05-09,P006643,capture,7633,251,7382,USD,
S006265,2026-05-09,P002204,capture,1241,66,1175,USD,
S006267,2026-05-09,P019847,capture,2866,113,2753,USD,
S006271,2026-05-09,P010704,capture,4243,153,4090,USD,
S006280,2026-05-09,P013960,capture,5768,197,5571,USD,
S006281,2026-05-09,P003465,capture,720,51,669,USD,
S006287,2026-05-09,P010403,capture,18934,579,18355,USD,
S006289,2026-05-09,P013652,capture,5931,202,5729,USD,
S006290,2026-05-09,P016649,capture,2304,97,2207,USD,
S006293,2026-05-09,P017879,capture,2272,96,2176,USD,
S006297,2026-05-09,P009782,capture,1524,74,1450,USD,
S006298,2026-05-09,P018533,capture,5010,176,4834,EUR,converted at 1.0961
S006302,2026-05-09,P004430,capture,4002,146,3856,USD,
S006304,2026-05-09,P016440,capture,12836,402,12434,USD,
S006306,2026-05-09,P007401,capture,7209,239,6970,USD,
S006307,2026-05-09,P002546,capture,17872,548,17324,USD,
S006308,2026-05-09,P004522,capture,12418,390,12028,USD,
S006310,2026-05-09,P001012,capture,1373,70,1303,USD,
S006312,2026-05-09,P006457,capture,8209,268,7941,USD,
S006313,2026-05-09,P015220,capture,8669,281,8388,USD,
S006318,2026-05-09,P000095,capture,3097,120,2977,USD,
S006319,2026-05-09,P001182,capture,2284,96,2188,USD,
S006322,2026-05-09,P013479,capture,1670,78,1592,USD,
S006325,2026-05-09,P003315,capture,6250,211,6039,USD,
S006326,2026-05-09,P010167,capture,4613,164,4449,USD,
S006327,2026-05-09,P005772,capture,13026,408,12618,USD,
S006329,2026-05-09,P000583,capture,10211,326,9885,USD,
S006330,2026-05-09,P001513,capture,20805,633,20172,USD,
S006333,2026-05-09,P006691,capture,1667,78,1589,USD,
S006336,2026-05-09,P013252,capture,40675,1210,39465,USD,
S006339,2026-05-09,P011060,capture,736,51,685,USD,
S006341,2026-05-09,P011354,capture,1472,73,1399,USD,
S006344,2026-05-09,P019002,capture,6235,211,6024,USD,
S006347,2026-05-09,P012131,capture,38612,1150,37462,USD,
S006348,2026-05-09,P017828,capture,6565,220,6345,USD,
S006349,2026-05-09,P012578,capture,12704,398,12306,USD,
S006351,2026-05-09,P005441,capture,3477,131,3346,USD,
S006355,2026-05-09,P000893,capture,2481,102,2379,USD,
S006358,2026-05-09,P012265,capture,761,52,709,USD,
S006359,2026-05-09,P004913,capture,9185,296,8889,USD,
S006362,2026-05-09,P008795,capture,1455,72,1383,USD,
S006366,2026-05-09,P012991,capture,5045,176,4869,USD,
S006368,2026-05-09,P001155,capture,9142,295,8847,USD,
S006370,2026-05-09,P002414,capture,4365,157,4208,USD,
S006372,2026-05-09,P011478,capture,1152,63,1089,USD,
S006373,2026-05-09,P006850,capture,28922,869,28053,USD,
S006381,2026-05-09,P005151,capture,6044,205,5839,USD,
S006383,2026-05-09,P013654,capture,725,51,674,USD,
S006384,2026-05-09,P004003,capture,5388,186,5202,USD,
S006386,2026-05-09,P011972,capture,3635,135,3500,USD,
S006390,2026-05-09,P000586,capture,745,52,693,USD,
S006393,2026-05-09,P009175,capture,3250,124,3126,USD,
S006396,2026-05-09,P009379,capture,2555,104,2451,USD,
S006398,2026-05-09,P004060,capture,12503,393,12110,USD,
S006401,2026-05-09,P003270,capture,9740,312,9428,USD,
S006406,2026-05-09,P002732,capture,4863,171,4692,USD,
S006410,2026-05-09,P006504,capture,5312,184,5128,USD,
S006411,2026-05-09,P010936,capture,12584,395,12189,USD,
S006416,2026-05-09,P001337,capture,36246,1081,35165,USD,
S006419,2026-05-09,P007831,capture,7038,234,6804,USD,
S006424,2026-05-09,P011761,capture,7294,242,7052,USD,
S006426,2026-05-09,P008932,capture,1467,73,1394,USD,
S006427,2026-05-09,P000555,capture,6003,204,5799,USD,
S006430,2026-05-09,P002943,capture,5649,194,5455,USD,
S006431,2026-05-09,P010909,capture,11401,361,11040,USD,
S006433,2026-05-09,P005562,capture,10339,330,10009,USD,
S006434,2026-05-09,P001541,capture,9578,308,9270,USD,
S006435,2026-05-09,P007231,capture,59590,1758,57832,USD,
S006436,2026-05-09,P005543,capture,24518,741,23777,USD,
S006437,2026-05-09,P013870,capture,5800,198,5602,USD,
S006441,2026-05-09,P008519,capture,2888,114,2774,USD,
S006444,2026-05-09,P017129,capture,5554,191,5363,USD,
S006445,2026-05-09,P016699,capture,3426,129,3297,USD,
S006446,2026-05-09,P006732,capture,3431,129,3302,USD,
S006448,2026-05-09,P010728,capture,24351,736,23615,USD,
S006449,2026-05-09,P011647,capture,5600,192,5408,USD,
S006451,2026-05-09,P010497,capture,8310,271,8039,USD,
S006461,2026-05-09,P015987,capture,7938,260,7678,USD,
S006466,2026-05-09,P003358,capture,4112,149,3963,USD,
S006472,2026-05-09,P007994,capture,5125,179,4946,USD,
S006474,2026-05-09,P004929,capture,8540,278,8262,USD,
S006477,2026-05-09,P019937,capture,1557,75,1482,USD,
S006481,2026-05-09,P016316,capture,3466,131,3335,USD,
S006483,2026-05-09,P015901,capture,6370,215,6155,USD,
S006484,2026-05-09,P003454,capture,5310,183,5127,EUR,converted at 1.0961
S006494,2026-05-09,P015270,capture,603,47,556,USD,
S006496,2026-05-09,P019030,capture,1184,64,1120,USD,
S006497,2026-05-09,P005223,capture,3390,128,3262,USD,
S006506,2026-05-09,P003129,capture,14162,441,13721,USD,
S006510,2026-05-09,P019721,capture,3940,144,3796,USD,
S006513,2026-05-09,P013422,capture,9304,300,9004,USD,
S006520,2026-05-09,P005504,capture,20129,614,19515,USD,
S006522,2026-05-09,P018984,capture,2165,93,2072,USD,
S006524,2026-05-09,P004492,capture,34593,1033,33560,USD,
S006527,2026-05-09,P013629,refund,-6602,0,-6602,USD,
S006530,2026-05-09,P015777,capture,16992,523,16469,USD,
S006532,2026-05-09,P004657,capture,2300,97,2203,USD,
S006533,2026-05-09,P004633,capture,27585,830,26755,USD,
S006537,2026-05-09,P014353,capture,3373,128,3245,USD,
S006538,2026-05-09,P017764,capture,1735,80,1655,USD,
S006541,2026-05-09,P013270,capture,3322,126,3196,USD,
S006549,2026-05-09,P007820,capture,5854,200,5654,USD,
S006557,2026-05-09,P013700,capture,1786,82,1704,USD,
S006560,2026-05-09,P009297,capture,8124,266,7858,USD,
S006562,2026-05-09,P016133,capture,1594,76,1518,USD,
S006563,2026-05-09,P001728,capture,2584,106,2478,EUR,converted at 1.0961
S006564,2026-05-09,P003690,capture,18519,567,17952,USD,
S006568,2026-05-09,P005169,capture,11616,367,11249,USD,
S006570,2026-05-09,P008240,capture,3618,135,3483,USD,
S006571,2026-05-09,P010831,capture,6292,212,6080,USD,
S006576,2026-05-09,P009337,capture,14430,448,13982,USD,
S006579,2026-05-09,P017398,capture,5009,175,4834,USD,
S006585,2026-05-09,P007886,capture,14031,437,13594,USD,
S006588,2026-05-09,P001094,capture,2989,117,2872,USD,
S006589,2026-05-09,P008884,capture,1978,87,1891,USD,
S006590,2026-05-09,P009668,capture,5672,194,5478,USD,
S006597,2026-05-09,P003607,capture,1776,82,1694,USD,
S006605,2026-05-09,P002122,capture,8397,274,8123,USD,
S006606,2026-05-09,P013573,capture,2061,90,1971,USD,
S006607,2026-05-09,P017715,capture,2378,99,2279,USD,
S006609,2026-05-09,P017073,capture,8971,290,8681,USD,
S006614,2026-05-09,P002144,capture,15898,491,15407,USD,
S006616,2026-05-09,P003127,capture,9313,300,9013,USD,
S006617,2026-05-09,P004095,capture,3694,137,3557,USD,
S006624,2026-05-09,P016454,capture,8401,274,8127,USD,
S006629,2026-05-09,P011007,capture,25781,778,25003,USD,
S006639,2026-05-09,P017341,capture,1251,66,1185,USD,
S006641,2026-05-09,P016905,capture,8896,288,8608,USD,
S006642,2026-05-09,P003317,capture,47481,1407,46074,USD,
S006645,2026-05-09,P011665,capture,6474,218,6256,USD,
S006648,2026-05-09,P010883,capture,4584,163,4421,USD,
S006652,2026-05-09,P011899,capture,11406,361,11045,USD,
S006658,2026-05-09,P001508,capture,815,54,761,USD,
S006659,2026-05-09,P006518,capture,2264,96,2168,USD,
S006665,2026-05-09,P005456,capture,18001,552,17449,USD,
S006672,2026-05-09,P013440,capture,5551,191,5360,USD,
S006675,2026-05-09,P001930,capture,3947,144,3803,USD,
S006676,2026-05-09,P009357,capture,920,57,863,USD,
S006678,2026-05-09,P003583,capture,16610,512,16098,USD,
S006679,2026-05-09,P002709,capture,8885,288,8597,USD,
S006685,2026-05-09,P017294,capture,2884,114,2770,USD,
S006688,2026-05-09,P003146,capture,2598,105,2493,USD,
S006693,2026-05-09,P009890,capture,4434,159,4275,USD,
S006695,2026-05-09,P002102,capture,4859,171,4688,USD,
S006696,2026-05-09,P005145,capture,8440,275,8165,USD,
S006699,2026-05-09,P005404,capture,2628,106,2522,USD,
S006701,2026-05-09,P016937,capture,10999,349,10650,USD,
S006703,2026-05-09,P008936,capture,17657,542,17115,USD,
S006704,2026-05-09,P008098,capture,20054,612,19442,USD,
S006706,2026-05-09,P005209,capture,1024,60,964,USD,
S006710,2026-05-09,P018602,capture,9974,319,9655,USD,
S006711,2026-05-09,P018808,capture,12485,392,12093,USD,
S006720,2026-05-09,P009764,capture,2133,92,2041,USD,
S006724,2026-05-09,P001602,capture,362,40,322,USD,
S006726,2026-05-09,P006453,capture,1277,67,1210,USD,
S006730,2026-05-09,P004608,capture,2949,116,2833,USD,
S006732,2026-05-09,P002067,capture,24530,741,23789,USD,
S006735,2026-05-09,P000211,capture,12912,404,12508,USD,
S006742,2026-05-09,P011041,capture,5739,196,5543,USD,
S006743,2026-05-09,P002581,capture,4807,169,4638,USD,
S006747,2026-05-09,P015409,capture,11665,368,11297,USD,
S006748,2026-05-09,P001934,capture,4420,158,4262,USD,
S006749,2026-05-09,P017860,capture,8218,268,7950,USD,
S006750,2026-05-09,P018860,capture,43931,1304,42627,USD,
S006754,2026-05-09,P003617,capture,9195,297,8898,USD,
S006756,2026-05-09,P010190,capture,2540,104,2436,USD,
S006757,2026-05-09,P000665,capture,11941,376,11565,USD,
S006758,2026-05-09,P000450,capture,2518,103,2415,USD,
S006760,2026-05-09,P016196,capture,2935,115,2820,USD,
S006763,2026-05-09,P002020,capture,3806,140,3666,USD,
S006764,2026-05-09,P001590,capture,7130,237,6893,USD,
S006765,2026-05-09,P009275,capture,1713,80,1633,USD,
S006767,2026-05-09,P009351,capture,6338,214,6124,USD,
S006770,2026-05-09,P015077,capture,3861,142,3719,USD,
S006772,2026-05-09,P019039,capture,13383,418,12965,USD,
S006784,2026-05-09,P000424,capture,2023,89,1934,USD,
S006785,2026-05-09,P007216,capture,4644,165,4479,USD,
S006791,2026-05-09,P006114,capture,2464,101,2363,USD,
S006796,2026-05-09,P007816,capture,2599,105,2494,USD,
S006797,2026-05-09,P019893,capture,12662,397,12265,USD,
S006804,2026-05-09,P002101,capture,32580,975,31605,USD,
S006806,2026-05-09,P003740,capture,8001,262,7739,USD,
S006807,2026-05-09,P007368,capture,1101,62,1039,USD,
S006809,2026-05-09,P018040,capture,5192,180,5012,EUR,converted at 1.0961
S006816,2026-05-09,P010829,capture,791,53,738,USD,
S006817,2026-05-09,P016954,capture,2519,103,2416,USD,
S006818,2026-05-09,P014031,capture,5604,193,5411,USD,
S006819,2026-05-09,P010079,capture,669,49,620,USD,
S006822,2026-05-09,P015156,capture,3637,135,3502,USD,
S006830,2026-05-09,P006231,capture,18639,571,18068,USD,
S006836,2026-05-09,P007594,capture,1903,85,1818,USD,
S006838,2026-05-09,P001821,capture,7410,245,7165,USD,
S006839,2026-05-09,P019813,capture,14199,442,13757,USD,
S006844,2026-05-09,P019661,capture,5054,177,4877,USD,
S006851,2026-05-09,P016094,capture,2575,105,2470,USD,
S006853,2026-05-09,P010610,capture,1332,69,1263,USD,
S006854,2026-05-09,P012147,capture,3012,117,2895,USD,
S006855,2026-05-09,P004186,capture,3547,133,3414,USD,
S006861,2026-05-09,P006719,capture,2996,117,2879,USD,
S006863,2026-05-09,P005625,capture,11630,367,11263,USD,
S006870,2026-05-09,P015886,capture,3228,124,3104,USD,
S006872,2026-05-09,P004777,capture,11034,350,10684,USD,
S006874,2026-05-09,P009394,capture,1654,78,1576,USD,
S006876,2026-05-09,P020000,capture,3573,134,3439,USD,
S006881,2026-05-09,P000496,capture,15185,470,14715,USD,
S006885,2026-05-09,P011560,capture,6698,224,6474,USD,
S006888,2026-05-09,P018790,capture,4199,152,4047,USD,
S006894,2026-05-09,P006214,capture,9340,301,9039,USD,
S006895,2026-05-09,P001071,capture,6174,209,5965,USD,
S006900,2026-05-09,P010957,capture,25929,782,25147,USD,
S006901,2026-05-09,P011165,capture,2145,91,2054,EUR,converted at 1.0961
S006907,2026-05-09,P008989,capture,89945,2638,87307,USD,
S006911,2026-05-09,P004955,capture,3684,137,3547,USD,
S006912,2026-05-09,P001919,capture,2892,114,2778,USD,
S006914,2026-05-09,P016660,capture,1145,63,1082,USD,
S006925,2026-05-09,P000829,capture,12543,394,12149,USD,
S006931,2026-05-09,P009052,capture,13459,420,13039,USD,
S006933,2026-05-09,P011613,capture,3096,120,2976,USD,
S006937,2026-05-09,P015147,capture,2661,107,2554,USD,
S006939,2026-05-09,P010644,capture,46811,1388,45423,USD,
S006940,2026-05-09,P014809,capture,10694,340,10354,USD,
S006942,2026-05-09,P006407,capture,8106,265,7841,USD,
S006944,2026-05-09,P008330,capture,859,55,804,USD,
S006947,2026-05-09,P012126,capture,25982,783,25199,USD,
S006948,2026-05-09,P002640,capture,13296,416,12880,USD,
S006949,2026-05-09,P015854,capture,16343,504,15839,USD,
S006958,2026-05-09,P014978,capture,10702,340,10362,USD,
S006959,2026-05-09,P012487,capture,6924,231,6693,USD,
S006963,2026-05-09,P016517,capture,3706,137,3569,USD,
S006964,2026-05-09,P015478,capture,3792,140,3652,USD,
S006976,2026-05-09,P012012,capture,6684,224,6460,USD,
S006977,2026-05-09,P019382,capture,14684,456,14228,USD,
S006978,2026-05-09,P009146,capture,8174,267,7907,USD,
S006988,2026-05-09,P001782,capture,19654,600,19054,USD,
S006990,2026-05-09,P000369,capture,2063,90,1973,USD,
S006993,2026-05-09,P012618,capture,3889,143,3746,USD,
S006995,2026-05-09,P005699,capture,2716,109,2607,USD,
S007003,2026-05-09,P014867,capture,3617,135,3482,USD,
S007005,2026-05-09,P007774,capture,9395,302,9093,USD,
S007007,2026-05-09,P006676,capture,9355,301,9054,USD,
S007008,2026-05-09,P004733,capture,3180,121,3059,EUR,converted at 1.0961
S007014,2026-05-09,P008969,capture,2612,106,2506,USD,
S007017,2026-05-09,P005817,capture,2040,89,1951,USD,
S007022,2026-05-09,P013173,capture,3863,142,3721,USD,
S007025,2026-05-09,P002166,capture,20099,613,19486,USD,
S007030,2026-05-09,P003813,capture,28697,862,27835,USD,
S007032,2026-05-09,P002112,capture,2523,103,2420,USD,
S007039,2026-05-09,P019478,capture,2147,92,2055,USD,
S007041,2026-05-09,P011002,capture,8697,282,8415,USD,
S007053,2026-05-09,P006066,capture,4148,150,3998,USD,
S007056,2026-05-09,P017961,capture,4004,146,3858,USD,
S007060,2026-05-09,P014239,capture,3000,117,2883,USD,
S007071,2026-05-09,P013840,capture,5763,197,5566,USD,
S007072,2026-05-09,P005796,capture,5142,179,4963,USD,
S007074,2026-05-09,P019401,capture,6138,208,5930,USD,
S007076,2026-05-09,P012144,capture,3095,120,2975,USD,
S007082,2026-05-09,P011958,capture,854,55,799,USD,
S007084,2026-05-09,P002687,capture,23252,704,22548,USD,
S007093,2026-05-09,P015577,capture,30778,923,29855,USD,
S007102,2026-05-09,P010503,capture,11467,363,11104,USD,
S007104,2026-05-09,P007115,capture,4162,151,4011,USD,
S007106,2026-05-09,P007433,capture,27953,841,27112,USD,
S007108,2026-05-09,P012336,capture,855,55,800,USD,
S007111,2026-05-09,P005649,capture,726,51,675,USD,
S007113,2026-05-09,P010176,capture,1265,67,1198,USD,
S007115,2026-05-09,P007147,capture,10900,346,10554,USD,
S007116,2026-05-09,P008768,capture,3254,124,3130,USD,
S007117,2026-05-09,P011379,capture,32044,959,31085,USD,
S007119,2026-05-09,P008951,capture,11637,367,11270,USD,
S007120,2026-05-09,P011949,capture,19998,610,19388,USD,
S007123,2026-05-09,P018326,capture,8233,269,7964,USD,
S007129,2026-05-09,P013136,capture,6418,216,6202,USD,
S007130,2026-05-09,P008441,capture,878,55,823,USD,
S007132,2026-05-09,P013412,capture,1458,72,1386,USD,
S007133,2026-05-09,P003997,capture,48266,1430,46836,USD,
S007134,2026-05-09,P019392,capture,10923,347,10576,USD,
S007137,2026-05-09,P009508,capture,6301,213,6088,USD,
S007143,2026-05-09,P013633,capture,20296,619,19677,USD,
S007145,2026-05-09,P015096,capture,19875,606,19269,USD,
S007147,2026-05-09,P010640,capture,4258,153,4105,USD,
S007151,2026-05-09,P000597,capture,10235,327,9908,USD,
S007153,2026-05-09,P004583,capture,6393,215,6178,USD,
S007156,2026-05-09,P012467,capture,5372,186,5186,USD,
S007157,2026-05-09,P007194,capture,876,55,821,USD,
S007159,2026-05-09,P015086,capture,8612,280,8332,USD,
S007161,2026-05-09,P011977,capture,18517,567,17950,USD,
S007164,2026-05-09,P018919,capture,9107,294,8813,USD,
S007167,2026-05-09,P017100,capture,1517,74,1443,USD,
S007168,2026-05-09,P011212,capture,10440,333,10107,USD,
S007170,2026-05-09,P006234,capture,10501,335,10166,USD,
S007177,2026-05-09,P014338,capture,10809,343,10466,USD,
S007178,2026-05-09,P015191,capture,2545,104,2441,USD,
S007181,2026-05-09,P004646,capture,3815,141,3674,USD,
S007185,2026-05-09,P000107,capture,1293,67,1226,USD,
S007191,2026-05-09,P014784,capture,17950,551,17399,USD,
S007193,2026-05-09,P005937,capture,8052,264,7788,USD,
S007195,2026-05-09,P004805,capture,3392,128,3264,USD,
S007202,2026-05-09,P016209,capture,1346,69,1277,USD,
S007207,2026-05-09,P007146,capture,5960,203,5757,USD,
S007209,2026-05-09,P007526,capture,3901,143,3758,USD,
S007210,2026-05-09,P013048,capture,21383,650,20733,USD,
S007213,2026-05-09,P016210,capture,5100,178,4922,USD,
S007215,2026-05-09,P003352,capture,8822,286,8536,USD,
S007217,2026-05-09,P005704,capture,2307,97,2210,USD,
S007221,2026-05-09,P003565,capture,4467,160,4307,USD,
S007222,2026-05-09,P010796,capture,8785,285,8500,USD,
S007223,2026-05-09,P014213,capture,2330,98,2232,USD,
S007227,2026-05-09,P007412,capture,7126,237,6889,USD,
S007229,2026-05-09,P012659,capture,4586,163,4423,USD,
S007230,2026-05-09,P004450,capture,1067,61,1006,USD,
S007235,2026-05-09,P002139,capture,9488,305,9183,USD,
S007236,2026-05-09,P004182,capture,8235,269,7966,USD,
S007242,2026-05-09,P004635,capture,29450,884,28566,USD,
S007246,2026-05-09,P006303,capture,14879,461,14418,USD,
S007247,2026-05-09,P004111,capture,6441,217,6224,USD,
S007249,2026-05-09,P011424,capture,3863,142,3721,USD,
S007251,2026-05-09,P005544,capture,655,49,606,USD,
S007252,2026-05-09,P001975,capture,5432,188,5244,USD,
S007258,2026-05-09,P001899,capture,2511,103,2408,USD,
S007259,2026-05-09,P005851,capture,2649,107,2542,USD,
S007260,2026-05-09,P016637,capture,5018,176,4842,USD,
S007264,2026-05-09,P012648,capture,2297,97,2200,USD,
S007266,2026-05-09,P019821,capture,11246,356,10890,USD,
S007268,2026-05-09,P013605,capture,6739,225,6514,USD,
S007275,2026-05-09,P005120,capture,20049,611,19438,USD,
S007278,2026-05-09,P004027,capture,7517,248,7269,USD,
S007280,2026-05-09,P008375,capture,19228,588,18640,USD,
S007281,2026-05-09,P000578,capture,22738,689,22049,USD,
S007286,2026-05-09,P012076,capture,27604,831,26773,USD,
S007287,2026-05-09,P009952,capture,4897,172,4725,USD,
S007290,2026-05-09,P007857,capture,1016,59,957,USD,
S007291,2026-05-09,P005960,capture,4641,165,4476,USD,
S007299,2026-05-09,P010264,capture,5967,203,5764,USD,
S007300,2026-05-09,P000337,capture,4208,152,4056,USD,
S007302,2026-05-09,P016246,capture,4636,164,4472,USD,
S007304,2026-05-09,P005698,capture,2884,114,2770,USD,
S007311,2026-05-09,P000506,capture,16048,495,15553,USD,
S007313,2026-05-09,P010843,capture,2755,110,2645,USD,
S007314,2026-05-09,P005745,capture,4395,157,4238,USD,
